Country,Province/Territory,District/Agency,Region Type,Date,Indicators,Values,Unit
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,14.4,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,4.7,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,6.5,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,6.4,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,5.1,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,1.6,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,2.6,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,2.7,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools,11.4,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Children (10 - 12) enrolled in Middle Schools,3000,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools,331,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools,277,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools,126,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools,174,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools,148,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools,216,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools,47,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools,408,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools,306,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools,343,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools,292,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools,332,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,9.1,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,55,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,2.7,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,74,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,5.4,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Urban,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,129,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Urban,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,7.4,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,1540,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Male Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,2.4,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,1331,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Female Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,5.1,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Net Enrolment Rate (NER) of Children (10 - 12) enrolled in Middle Schools - Rural,,Percetage
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,2871,Number
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,FR Tank,Frontier,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Khyber,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Kurram,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Mohmand,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Orakzai,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,South Waziristan,Agency,2007,Number of Children (10 - 12) enrolled in Middle Schools - Rural,,Number
Pakistan,Federally Administered Tribal Areas,Federally Administered Tribal Areas,Territory,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools,10,Percetage
Pakistan,Federally Administered Tribal Areas,Bajaur,Agency,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools,9,Percetage
Pakistan,Federally Administered Tribal Areas,FR Bannu,Frontier,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools,2.9,Percetage
Pakistan,Federally Administered Tribal Areas,FR DI Khan,Frontier,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools,4.3,Percetage
Pakistan,Federally Administered Tribal Areas,FR Kohat,Frontier,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools,17.4,Percetage
Pakistan,Federally Administered Tribal Areas,FR Lakki Marwat,Frontier,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools,1.9,Percetage
Pakistan,Federally Administered Tribal Areas,FR Peshawar,Frontier,2007,Net Enrolment Rate (NER) of Male Children (14 - 16) enrolled in Secondary Schools,16.1,Percetage
