Country,Province/Territory,District/Agency,Region Type,Date,Indicator,Value,Unit
Pakistan,FATA,S. Waziristan,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,Kurram ,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,Bajaur,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,Mohmand,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,Orakzai,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,Khyber,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,Total,District,2012,Enrolment in Total Degree College ,,Number
Pakistan,FATA,FATA,Province,2012,Sanctioned Teachers in Boys Degree College ,495,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,Kurram ,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,Bajaur,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,Mohmand,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,Orakzai,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,Khyber,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,Total,District,2012,Sanctioned Teachers in Boys Degree College ,,Number
Pakistan,FATA,FATA,Province,2012,Sanctioned Teachers in Girls Degree College ,264,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,Kurram ,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,Bajaur,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,Mohmand,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,Orakzai,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,Khyber,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,Total,District,2012,Sanctioned Teachers in Girls Degree College ,,Number
Pakistan,FATA,FATA,Province,2012,Sanctioned Teachers in Total Degree College ,759,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,Kurram ,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,Bajaur,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,Mohmand,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,Orakzai,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,Khyber,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,Total,District,2012,Sanctioned Teachers in Total Degree College ,,Number
Pakistan,FATA,FATA,Province,2012,Working Teachers in Boys Degree College ,399,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,Kurram ,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,Bajaur,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,Mohmand,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,Orakzai,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,Khyber,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,Total,District,2012,Working Teachers in Boys Degree College ,,Number
Pakistan,FATA,FATA,Province,2012,Working Teachers in Girls Degree College ,184,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,Kurram ,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,Bajaur,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,Mohmand,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,Orakzai,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,Khyber,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,Total,District,2012,Working Teachers in Girls Degree College ,,Number
Pakistan,FATA,FATA,Province,2012,Working Teachers in Total Degree College ,583,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,Kurram ,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,Bajaur,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,Mohmand,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,Orakzai,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,Khyber,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,Total,District,2012,Working Teachers in Total Degree College ,,Number
Pakistan,FATA,FATA,Province,2012,Numer of Boys Elementary College ,3,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Numer of Boys Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Numer of Girls Elementary College ,1,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Numer of Girls Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Numer of Total Elementary College ,4,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Numer of Total Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Enrolment in Boys Elementary College ,405,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Enrolment in Boys Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Enrolment in Girls Elementary College ,129,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Enrolment in Girls Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Enrolment in Total Elementary College ,534,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Enrolment in Total Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Sanctioned Teachers in Boys Elementary College ,44,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Sanctioned Teachers in Boys Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Sanctioned Teachers in Girls Elementary College ,12,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Sanctioned Teachers in Girls Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Sanctioned Teachers in Total Elementary College ,56,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Sanctioned Teachers in Total Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Working Teachers in Boys Elementary College ,42,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Working Teachers in Boys Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Working Teachers in Girls Elementary College ,12,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Working Teachers in Girls Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Working Teachers in Total Elementary College ,54,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Tank,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,Kurram ,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,Bajaur,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,Mohmand,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,Orakzai,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,Khyber,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,Total,District,2012,Working Teachers in Total Elementary College ,,Number
Pakistan,FATA,FATA,Province,2012,Numer of Boys Community Schools ,390,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,F.R Tank,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,Kurram ,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,Bajaur,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,Mohmand,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,Orakzai,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,Khyber,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,Total,District,2012,Numer of Boys Community Schools ,,Number
Pakistan,FATA,FATA,Province,2012,Numer of Girls Community Schools ,534,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,F.R Tank,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,Kurram ,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,Bajaur,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,Mohmand,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,Orakzai,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,Khyber,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,Total,District,2012,Numer of Girls Community Schools ,,Number
Pakistan,FATA,FATA,Province,2012,Numer of Total Community Schools ,924,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,F.R Lakki,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,F.R Tank,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,S. Waziristan,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,N. Waziristan ,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,Kurram ,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,F.R Bannu,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,Bajaur,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,Mohmand,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,F.R Kohat,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,Orakzai,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,Khyber,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,F.R Peshawar,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,Total,District,2012,Numer of Total Community Schools ,,Number
Pakistan,FATA,FATA,Province,2012,Enrolment in Boys Community Schools ,24935,Number
Pakistan,FATA,F.R D.I Khan ,District,2012,Enrolment in Boys Community Schools ,,Number
